epoch,train_loss,val_loss,val_mae_avg,val_acc
1,0.015009521214245272,0.01679838463090933,0.3590749502182007,0.46153846153846156
2,0.012691243266886917,0.016078677028417587,0.3574896454811096,0.46153846153846156
3,0.009958584277220994,0.015005793852301745,0.3554716408252716,0.46153846153846156
4,0.0066845911778201745,0.012821148078028973,0.35256892442703247,0.36538461538461536
5,0.0041926947156783224,0.008795875841035293,0.35152190923690796,0.23076923076923078
6,0.0030932632902221494,0.00612442259891675,0.36273321509361267,0.23076923076923078
7,0.002600747130788124,0.005413274029986217,0.37354299426078796,0.23076923076923078
8,0.0025368030490892485,0.005065180253810608,0.3714469373226166,0.23076923076923078
9,0.002422797630256242,0.0048776452178851916,0.36710411310195923,0.23076923076923078
10,0.0023561096981106217,0.004828849843201729,0.36551496386528015,0.23076923076923078
11,0.002330934145864992,0.004766540136188269,0.3662469983100891,0.23076923076923078
12,0.0022795411742731067,0.004860836797608779,0.3696666359901428,0.23076923076923078
13,0.00226827798803791,0.004820774201876842,0.37059828639030457,0.23076923076923078
14,0.002243265642376601,0.004780599811615853,0.3720541000366211,0.23076923076923078
15,0.0022171734301142457,0.004701436389810764,0.37297695875167847,0.23076923076923078
16,0.0021703367396681147,0.0046741851390554355,0.37057003378868103,0.23076923076923078
17,0.002158776433630423,0.004763285378710582,0.37554943561553955,0.23076923076923078
18,0.00212708954730125,0.00474942998530773,0.3737236559391022,0.25
19,0.002140616270721205,0.004679245516084707,0.37414515018463135,0.25
20,0.0020754016004502773,0.004756146647895758,0.37613508105278015,0.23076923076923078
21,0.002044348920741665,0.004805559364075844,0.37820714712142944,0.23076923076923078
22,0.002011176483505521,0.004778339455907161,0.3774746358394623,0.25
23,0.00198686436927023,0.004832282447471068,0.3810320198535919,0.25
24,0.0019575059952691566,0.00482712069956156,0.37948179244995117,0.28846153846153844
25,0.0019151593331432294,0.00486281650284162,0.38277435302734375,0.2692307692307692
26,0.001874289511941558,0.004911302087398676,0.3865048289299011,0.28846153846153844
27,0.0018639823081248925,0.005025897031793227,0.39028745889663696,0.2692307692307692
28,0.0018646093104650412,0.005034059823419039,0.3928908705711365,0.3076923076923077
29,0.0018106574107977476,0.005168656102166726,0.3959638178348541,0.2692307692307692
30,0.0017412518890005005,0.0052274944117436046,0.4000951051712036,0.28846153846153844
31,0.0016985030061650004,0.0054287881447145575,0.4065982699394226,0.28846153846153844
32,0.001631387569056439,0.0055133170233323025,0.4110889434814453,0.28846153846153844
33,0.0015985497873861436,0.005705508009458964,0.4186446964740753,0.3076923076923077
34,0.0015458413823084397,0.005842079336826618,0.4258470833301544,0.3076923076923077
35,0.0014824728579606768,0.0060526505470849,0.4339974522590637,0.3076923076923077
36,0.0014239859782651928,0.006243716065700238,0.4436641335487366,0.34615384615384615
37,0.0013596048975009318,0.006477612894601547,0.45243117213249207,0.36538461538461536
38,0.0012919201683022144,0.006698192312167241,0.45946115255355835,0.36538461538461536
39,0.0012585325205067466,0.006980561436368869,0.4708501994609833,0.36538461538461536
40,0.0011740851779814716,0.007150765365132919,0.4805176854133606,0.36538461538461536
41,0.0011004854584389851,0.0074371279288943,0.4928933382034302,0.34615384615384615
42,0.0010670947626787277,0.007839913659084301,0.5094118118286133,0.34615384615384615
43,0.0010070593725535865,0.007720759138464928,0.5041464567184448,0.36538461538461536
44,0.0009334572737128282,0.007945242481162915,0.5161061882972717,0.36538461538461536
45,0.000875548751108841,0.007977517894827403,0.5211458802223206,0.34615384615384615
46,0.0008142431048206862,0.008126218874867145,0.5310693383216858,0.34615384615384615
47,0.0007793123348931635,0.008611146217355361,0.5495872497558594,0.34615384615384615
48,0.0007274977834933737,0.008465361781418324,0.5440750122070312,0.36538461538461536
49,0.0006742026545742357,0.008391657915826026,0.5480644702911377,0.36538461538461536
50,0.0006220831048928878,0.008751231353156842,0.5688203573226929,0.3269230769230769
