epoch,train_loss,val_loss
1,0.014281648909673095,0.01389476703479886
2,0.009964680182747543,0.009092544671148062
3,0.004896948026726022,0.003662700648419559
4,0.003696818952448666,0.003287350875325501
5,0.003107716140220873,0.003705715644173324
6,0.0028408901707734913,0.0038749799132347107
7,0.0028283516585361212,0.0035105420975014567
8,0.0028244118293514475,0.0031687930459156632
9,0.0027104887121822685,0.0033527096966281533
10,0.0026705802883952856,0.0033535604598000646
11,0.00267625181004405,0.0032066114945337176
12,0.0027407660090830177,0.0030938854906708
13,0.0026611200300976634,0.003211087081581354
14,0.002816540392814204,0.0034418368013575673
15,0.0028249094320926815,0.0028684725402854383
16,0.0026203567103948444,0.003207675996236503
17,0.0026499753585085273,0.0032699279254302382
18,0.0026912407483905554,0.0031122270738705993
19,0.0026175765378866345,0.0031987864058464766
20,0.0026644903991837054,0.003034827532246709
21,0.0026016093470389023,0.003182180575095117
22,0.002631378607475199,0.0033482470316812396
23,0.0026210821961285546,0.003298581577837467
24,0.002632580275530927,0.00333551864605397
25,0.002562038309406489,0.0032443562522530556
26,0.0026080761599587277,0.0031532751163467765
27,0.002599141385871917,0.0030111054657027125
28,0.0025920693151419982,0.0030317201744765043
29,0.002548218544689007,0.003366152523085475
30,0.0025794127432163805,0.003107493044808507
31,0.0025526236568111926,0.003053004154935479
32,0.002551931218476966,0.0032601767452433705
33,0.0026568757748464122,0.0030203358037397265
34,0.002582286164397374,0.003299653297290206
35,0.002628562258905731,0.0032225678442046046
36,0.00250952853821218,0.003140309709124267
37,0.0025959133490687236,0.003175167948938906
38,0.0025030713441083208,0.0029815816087648273
39,0.0026416695618536323,0.0033366503193974495
40,0.002537385662435554,0.003321060328744352
41,0.00255775309051387,0.0030814673518761992
42,0.002650443435413763,0.003362807212397456
43,0.002502328803529963,0.003449779120273888
44,0.002473916712915525,0.0032402246724814177
45,0.002440936499624513,0.003111808327957988
46,0.0024553444236516953,0.0032060538651421666
47,0.0024946024641394615,0.002979296143166721
48,0.0025320702407043427,0.0032589425100013614
49,0.0025399870210094377,0.0029142643325030804
50,0.0024971401871880516,0.0034662820398807526
