epoch,train_loss,val_loss
1,0.015602805884554982,0.015755889005959034
2,0.01353978377301246,0.013827028684318066
3,0.011178142856806517,0.011404531542211771
4,0.007941633055452257,0.008124140556901693
5,0.004724385216832161,0.004594665020704269
6,0.0034417574934195727,0.0034748850157484412
7,0.003155457437969744,0.0035014761378988624
8,0.0029056595521979034,0.0034443939803168178
9,0.0028552531148307025,0.0033556459238752723
10,0.002801176000502892,0.003354528220370412
11,0.002820558875100687,0.0031613738974556327
12,0.0026984227006323636,0.00313761574216187
13,0.002793501364067197,0.0031625007977709174
14,0.002697471441933885,0.0033831052714958787
15,0.0026851901202462614,0.003075491520576179
16,0.0026879428478423506,0.0031110604759305716
17,0.0026949828607030213,0.0031920954352244735
18,0.002713915178901516,0.0030716481851413846
19,0.0026680712471716106,0.0029952925397083163
20,0.00267471227562055,0.0032187827164307237
21,0.002710923901759088,0.0034426511265337467
22,0.00266803520207759,0.003188513219356537
23,0.0026533254713285714,0.0031872265972197056
24,0.0026575739902909845,0.003333764965645969
25,0.002674701652722433,0.0030661551281809807
26,0.002636869714478962,0.002988785272464156
27,0.002731348155066371,0.0031615267507731915
28,0.002670506975846365,0.0028399369912222028
29,0.0028017668519169092,0.0030037820106372237
30,0.002689569562789984,0.0029570607002824545
31,0.0026272568065905944,0.003158829524181783
32,0.002593234632513486,0.003130420111119747
33,0.002707413921598345,0.0031832311069592834
34,0.002609829942230135,0.003079620306380093
35,0.002601725864224136,0.0033165690256282687
36,0.002576433267677203,0.0029413570882752538
37,0.0026180709101026878,0.0030935677932575345
38,0.002626215180498548,0.003205864573828876
39,0.002640933045768179,0.003281296929344535
40,0.0025995684263762087,0.002911861171014607
41,0.002619047576445155,0.003401449415832758
42,0.0025435435672989115,0.0030188547680154443
43,0.002571950957644731,0.003303191508166492
44,0.0025531593710184097,0.003272058325819671
45,0.002543859780416824,0.0030114318942651153
46,0.002665588865056634,0.0031081202905625105
47,0.0025215727218892425,0.0033112800447270274
48,0.002552131438278593,0.0028994932072237134
49,0.002588296396424994,0.0030224069487303495
50,0.0025179415242746472,0.0030377546790987253
