epoch,train_loss,val_loss
1,0.00986177398590371,0.004353484604507685
2,0.004104383522644639,0.004205869510769844
3,0.0031818657007534057,0.0031860623275861144
4,0.0031678864907007664,0.002907902584411204
5,0.002938034711405635,0.003116638050414622
6,0.002925977038103156,0.00305543071590364
7,0.0028677094815066084,0.003444995265454054
8,0.002833875798387453,0.0031076634768396616
9,0.0030224749352782965,0.003078181413002312
10,0.0029383068322204053,0.003011210123077035
11,0.0028056542214471847,0.0032251214142888784
12,0.0028385367477312684,0.003095966065302491
13,0.002857213548850268,0.0031418207800015807
14,0.0028536085155792534,0.0033323027892038226
15,0.0028103749500587583,0.0031250983010977507
16,0.0028119703638367355,0.0034720490220934153
17,0.002758811038802378,0.0039165852358564734
18,0.002633264841279015,0.003708259086124599
19,0.002732279201154597,0.003692952450364828
20,0.0026407259720144793,0.0031501069897785783
21,0.0027346501301508397,0.0035880882060155272
22,0.002464429970132187,0.0032987325685098767
23,0.0026344044017605484,0.003327546059153974
24,0.002482184223481454,0.00414193794131279
25,0.0025003670452861115,0.0038288298528641462
26,0.002473417029250413,0.0030675760935992002
27,0.0024427234020549804,0.0035666089970618486
28,0.0023654466349398717,0.0037730163894593716
29,0.0022717737301718444,0.004308248870074749
30,0.002147042687283829,0.004221254261210561
31,0.002011925127590075,0.0033528897911310196
32,0.001886245678178966,0.00432288006413728
33,0.001822293343138881,0.004367447807453573
34,0.001975820036022924,0.005476102000102401
35,0.0022609667939832434,0.004147911444306374
36,0.001946977703482844,0.0034533130237832665
37,0.0016409212839789689,0.003785276087000966
38,0.0014362877263920382,0.004044525441713631
39,0.0011559265840332955,0.004802400013431907
40,0.001079780216969084,0.00424200133420527
41,0.000942379811021965,0.004013226949609816
42,0.0009089568848139606,0.004089914029464126
43,0.0008254272397607565,0.004372500814497471
44,0.0007899610354797915,0.004538249922916293
45,0.0007930998181109317,0.004303707275539637
46,0.0007612192493979819,0.004370552254840732
47,0.0007550351365352981,0.004741784185171127
48,0.0007226982997963205,0.004127069842070341
49,0.0006284130104177166,0.004556840984150767
50,0.0006415545358322561,0.004153082496486604
