epoch,train_loss,val_loss,val_mae_avg,val_acc
1,0.015354188779989878,0.016469486751684956,0.31745201349258423,0.2549019607843137
2,0.015094037912786008,0.016235294039635098,0.3172522187232971,0.2549019607843137
3,0.014834654952088992,0.015996846826929673,0.31703805923461914,0.2549019607843137
4,0.014570995420217513,0.015752327865829654,0.316800594329834,0.2549019607843137
5,0.014299151736001174,0.015501503595242314,0.31656965613365173,0.2549019607843137
6,0.014014138219257196,0.015241804295310787,0.3163487911224365,0.2549019607843137
7,0.013717362222572168,0.014968901123924582,0.3161165714263916,0.2549019607843137
8,0.013401008335252602,0.014677925309275879,0.3159402310848236,0.2549019607843137
9,0.013060558463136356,0.014368830997423799,0.3157719671726227,0.2549019607843137
10,0.012696544701854388,0.014036457072578225,0.3155803978443146,0.2549019607843137
11,0.012295062591632207,0.013676950708031654,0.3153914213180542,0.2549019607843137
12,0.01187023352831602,0.013278583192503919,0.3151581585407257,0.2549019607843137
13,0.011394851468503475,0.012845370315891854,0.3149328827857971,0.2549019607843137
14,0.010877479488650957,0.012369725232323011,0.31467631459236145,0.2549019607843137
15,0.01030985713005066,0.011846491373052784,0.31443315744400024,0.2549019607843137
16,0.009686687588691711,0.011271672816399266,0.3141891658306122,0.2549019607843137
17,0.009000053567190965,0.010631645116589818,0.3139707148075104,0.2549019607843137
18,0.008257155865430832,0.009923765691472035,0.3138076066970825,0.2549019607843137
19,0.007450206112116576,0.00915620868623841,0.3136763572692871,0.2549019607843137
20,0.006597902563711008,0.008328347046877824,0.313583105802536,0.2549019607843137
21,0.005766913636277119,0.00743395721941602,0.3134998679161072,0.2549019607843137
22,0.004941606304297844,0.006570943147309271,0.31363019347190857,0.2549019607843137
23,0.004231620812788606,0.005779482752961271,0.31391850113868713,0.2549019607843137
24,0.0037276311156650382,0.005136118790901759,0.31455057859420776,0.2549019607843137
25,0.0034550145268440247,0.00469208800909566,0.3154400885105133,0.2549019607843137
26,0.003322596902338167,0.00447845458984375,0.31692370772361755,0.2549019607843137
27,0.0032397220376878975,0.004376113186499067,0.3182934522628784,0.2549019607843137
28,0.0031590380240231752,0.004317712865075937,0.31944283843040466,0.2549019607843137
29,0.0030849597572038573,0.00430523316996793,0.32095107436180115,0.2549019607843137
30,0.0030289890555044016,0.004283317638670697,0.3221733868122101,0.2549019607843137
31,0.0029802190605551005,0.004258220111403395,0.32366135716438293,0.2549019607843137
32,0.002937201177701354,0.004208300207905909,0.3248346745967865,0.2549019607843137
33,0.0029001789633184673,0.004149630510558684,0.32565808296203613,0.2549019607843137
34,0.0028699985705316067,0.00409055450091175,0.32633620500564575,0.2549019607843137
35,0.0028447719601293405,0.0040593183435061395,0.32727500796318054,0.2549019607843137
36,0.0028253913391381503,0.004056874306543785,0.3282630741596222,0.2549019607843137
37,0.002805347399165233,0.004013319737186619,0.32873034477233887,0.2549019607843137
38,0.00278909911091129,0.0040031188240676535,0.32927191257476807,0.2549019607843137
39,0.002774962317198515,0.003990887089029831,0.3297751247882843,0.2549019607843137
40,0.002762855108206471,0.003995510028200406,0.3301086127758026,0.2549019607843137
41,0.0027516997419297696,0.003971720187395227,0.33022889494895935,0.2549019607843137
42,0.0027409037419905266,0.003941327159968661,0.3302170932292938,0.2549019607843137
43,0.0027314278452346724,0.0038985131792358906,0.33022260665893555,0.2549019607843137
44,0.0027232298627495764,0.003891049044243261,0.33036646246910095,0.2549019607843137
45,0.0027113955778380236,0.003882750247915586,0.3306449055671692,0.2549019607843137
46,0.002704236609861255,0.0038747223842816023,0.3306851387023926,0.2549019607843137
47,0.0026945245297004777,0.0038850242089407115,0.33151447772979736,0.2549019607843137
48,0.0026885415116945904,0.0038666100076892797,0.3316117227077484,0.2549019607843137
49,0.002679313501964013,0.0038601498019096314,0.3314460813999176,0.2549019607843137
50,0.0026719263987615705,0.003825264982879162,0.3305448591709137,0.2549019607843137
